-0.4	0.035	0.035	0.035	0.035	0.035
0	0.034	0.039	0.039	0.039	0.039
0.4	0.034	0.045	0.045	0.045	0.045
0.8	0.032	0.046	0.054	0.054	0.055
1.2	0.032	0.044	0.056	0.057	0.058
1.6	0.032	0.042	0.055	0.058	0.06
2	0.032	0.04	0.054	0.058	0.061
2.4	0.032	0.039	0.052	0.057	0.061
2.5	0.032	0.04	0.051	0.056	0.06
